work_order_id,asset_id,asset_type,maintenance_type,work_order_status,start_datetime,end_datetime,work_order_description
WO-100106,ST-201,Steam Turbine,Seal Replacement,Completed,2020-06-14 09:00,2020-06-14 11:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100107,HX-402,Heat Exchanger,Cleaning,Completed,2020-06-19 06:00,2020-06-19 22:00,"Completed chemical cleaning to remove deposits and restore efficiency. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100108,HX-402,Heat Exchanger,Preventive Maintenance,Completed,2020-06-24 06:00,2020-06-24 10:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100109,GT-102,Gas Turbine,Inspection,Completed,2020-06-29 07:00,2020-06-29 09:00,Performed visual and borescope inspection of critical components. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100110,HX-401,Heat Exchanger,Calibration,Completed,2020-07-04 06:00,2020-07-04 10:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100111,CT-601,Cooling Tower,Calibration,Completed,2020-07-09 08:00,2020-07-09 10:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100112,CT-601,Cooling Tower,Overhaul,Completed,2020-07-14 08:00,2020-07-14 16:00,"Major overhaul completed including disassembly, inspection, and rebuild. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100113,P-501,Pump,Corrective Repair,Completed,2020-07-19 07:00,2020-07-19 11:00,Repaired identified defect and returned unit to service. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100114,GT-101,Gas Turbine,Inspection,Completed,2020-07-24 11:00,2020-07-25 11:00,Inspected internals and verified clearances against OEM specifications. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100115,HX-401,Heat Exchanger,Bearing Replacement,Completed,2020-07-29 07:00,2020-07-29 23:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100116,TR-701,Transformer,Bearing Replacement,Completed,2020-08-03 06:00,2020-08-03 22:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100117,GEN-301,Generator,Preventive Maintenance,Completed,2020-08-08 09:00,2020-08-08 13:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100118,ST-201,Steam Turbine,Bearing Replacement,Completed,2020-08-13 11:00,2020-08-13 13:00,Maintenance activity completed as planned. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100119,HX-401,Heat Exchanger,Corrective Repair,Completed,2020-08-18 08:00,2020-08-18 16:00,"Repaired identified defect and returned unit to service. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100120,GT-101,Gas Turbine,Corrective Repair,Completed,2020-08-23 09:00,2020-08-23 13:00,Corrected fault discovered during operation. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100121,HX-402,Heat Exchanger,Calibration,Completed,2020-08-28 11:00,2020-08-28 13:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100122,GT-102,Gas Turbine,Cleaning,Completed,2020-09-02 08:00,2020-09-03 00:00,Completed chemical cleaning to remove deposits and restore efficiency. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100123,ST-201,Steam Turbine,Overhaul,Completed,2020-09-07 06:00,2020-09-07 22:00,"Major overhaul completed including disassembly, inspection, and rebuild. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100124,P-501,Pump,Seal Replacement,Completed,2020-09-12 08:00,2020-09-12 12:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100125,ST-201,Steam Turbine,Preventive Maintenance,Completed,2020-09-17 07:00,2020-09-17 11:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100126,CT-601,Cooling Tower,Seal Replacement,Completed,2020-09-22 11:00,2020-09-22 19:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100127,TR-701,Transformer,Inspection,Completed,2020-09-27 08:00,2020-09-27 10:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100128,GEN-301,Generator,Seal Replacement,Completed,2020-10-02 08:00,2020-10-03 00:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100129,GT-102,Gas Turbine,Calibration,Completed,2020-10-07 09:00,2020-10-08 09:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100130,TR-701,Transformer,Seal Replacement,Completed,2020-10-12 06:00,2020-10-12 22:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100131,GEN-301,Generator,Overhaul,Completed,2020-10-17 07:00,2020-10-17 15:00,"Executed scheduled outage overhaul per maintenance strategy. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100132,ST-201,Steam Turbine,Inspection,Completed,2020-10-22 08:00,2020-10-22 10:00,"Inspected internals and verified clearances against OEM specifications. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100133,GEN-301,Generator,Inspection,Completed,2020-10-27 09:00,2020-10-27 11:00,"Performed visual and borescope inspection of critical components. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100134,GEN-301,Generator,Corrective Repair,Completed,2020-11-01 07:00,2020-11-01 15:00,Corrected fault discovered during operation. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100135,GEN-301,Generator,Bearing Replacement,Completed,2020-11-06 10:00,2020-11-07 02:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100136,TR-701,Transformer,Seal Replacement,Completed,2020-11-11 06:00,2020-11-11 22:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100137,ST-201,Steam Turbine,Corrective Repair,Completed,2020-11-16 07:00,2020-11-16 11:00,Repaired identified defect and returned unit to service. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100138,P-501,Pump,Overhaul,Completed,2020-11-21 08:00,2020-11-21 16:00,Executed scheduled outage overhaul per maintenance strategy. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100139,P-501,Pump,Cleaning,Completed,2020-11-26 11:00,2020-11-26 15:00,"Completed chemical cleaning to remove deposits and restore efficiency. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100140,HX-401,Heat Exchanger,Seal Replacement,Completed,2020-12-01 08:00,2020-12-01 16:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100141,HX-401,Heat Exchanger,Bearing Replacement,Completed,2020-12-06 07:00,2020-12-06 11:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100142,HX-401,Heat Exchanger,Cleaning,Completed,2020-12-11 11:00,2020-12-11 13:00,Completed chemical cleaning to remove deposits and restore efficiency. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100143,GT-101,Gas Turbine,Bearing Replacement,Completed,2020-12-16 06:00,2020-12-16 08:00,Maintenance activity completed as planned. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100144,CT-601,Cooling Tower,Inspection,Completed,2020-12-21 10:00,2020-12-21 18:00,Inspected internals and verified clearances against OEM specifications. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100145,ST-201,Steam Turbine,Preventive Maintenance,Completed,2020-12-26 08:00,2020-12-26 12:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100146,HX-402,Heat Exchanger,Bearing Replacement,Completed,2020-12-31 09:00,2020-12-31 13:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100147,HX-402,Heat Exchanger,Cleaning,Completed,2021-01-05 09:00,2021-01-06 09:00,Completed chemical cleaning to remove deposits and restore efficiency. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100148,TR-701,Transformer,Overhaul,Completed,2021-01-10 09:00,2021-01-11 01:00,Executed scheduled outage overhaul per maintenance strategy. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100149,P-501,Pump,Bearing Replacement,Completed,2021-01-15 11:00,2021-01-15 13:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100150,ST-201,Steam Turbine,Seal Replacement,Completed,2021-01-20 09:00,2021-01-20 13:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100151,ST-201,Steam Turbine,Seal Replacement,Completed,2021-01-25 10:00,2021-01-25 14:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100152,GEN-301,Generator,Inspection,Completed,2021-01-30 09:00,2021-01-30 13:00,Performed visual and borescope inspection of critical components. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100153,GEN-301,Generator,Preventive Maintenance,Completed,2021-02-04 06:00,2021-02-04 10:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100154,ST-201,Steam Turbine,Cleaning,Completed,2021-02-09 07:00,2021-02-09 11:00,"Mechanical cleaning performed; heavy deposits removed from surfaces. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100155,P-501,Pump,Seal Replacement,Completed,2021-02-14 07:00,2021-02-14 11:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100156,TR-701,Transformer,Inspection,Completed,2021-02-19 06:00,2021-02-19 10:00,"Performed visual and borescope inspection of critical components. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100157,GEN-301,Generator,Calibration,Completed,2021-02-24 06:00,2021-02-25 06:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100158,TR-701,Transformer,Bearing Replacement,Completed,2021-03-01 11:00,2021-03-01 19:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100159,TR-701,Transformer,Inspection,Completed,2021-03-06 10:00,2021-03-06 14:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100160,P-501,Pump,Seal Replacement,Completed,2021-03-11 11:00,2021-03-12 03:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100161,GEN-301,Generator,Bearing Replacement,Completed,2021-03-16 11:00,2021-03-16 19:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100162,P-501,Pump,Corrective Repair,Completed,2021-03-21 07:00,2021-03-21 23:00,Repaired identified defect and returned unit to service. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100163,ST-201,Steam Turbine,Corrective Repair,Completed,2021-03-26 10:00,2021-03-26 14:00,Repaired identified defect and returned unit to service. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100164,GEN-301,Generator,Inspection,Completed,2021-03-31 07:00,2021-03-31 23:00,Inspected internals and verified clearances against OEM specifications. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100165,GT-102,Gas Turbine,Preventive Maintenance,Completed,2021-04-05 10:00,2021-04-05 12:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100166,P-501,Pump,Cleaning,Completed,2021-04-10 11:00,2021-04-11 11:00,"Completed chemical cleaning to remove deposits and restore efficiency. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100167,HX-401,Heat Exchanger,Calibration,Completed,2021-04-15 07:00,2021-04-15 15:00,Maintenance activity completed as planned. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100168,GT-102,Gas Turbine,Bearing Replacement,Completed,2021-04-20 06:00,2021-04-20 14:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100169,GT-101,Gas Turbine,Inspection,Completed,2021-04-25 10:00,2021-04-26 02:00,"Inspected internals and verified clearances against OEM specifications. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100170,HX-401,Heat Exchanger,Bearing Replacement,Completed,2021-04-30 10:00,2021-04-30 18:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100171,TR-701,Transformer,Bearing Replacement,Completed,2021-05-05 11:00,2021-05-05 15:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100172,HX-402,Heat Exchanger,Corrective Repair,Completed,2021-05-10 08:00,2021-05-11 08:00,Corrected fault discovered during operation. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100173,HX-401,Heat Exchanger,Bearing Replacement,Completed,2021-05-15 09:00,2021-05-16 09:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100174,GT-101,Gas Turbine,Calibration,Completed,2021-05-20 06:00,2021-05-20 14:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100175,ST-201,Steam Turbine,Corrective Repair,Completed,2021-05-25 07:00,2021-05-25 15:00,Corrected fault discovered during operation. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100176,TR-701,Transformer,Calibration,Completed,2021-05-30 08:00,2021-05-30 12:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100177,TR-701,Transformer,Corrective Repair,Completed,2021-06-04 08:00,2021-06-04 16:00,Repaired identified defect and returned unit to service. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100178,CT-601,Cooling Tower,Overhaul,Completed,2021-06-09 09:00,2021-06-10 01:00,Executed scheduled outage overhaul per maintenance strategy. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100179,TR-701,Transformer,Seal Replacement,Completed,2021-06-14 11:00,2021-06-15 03:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100180,P-501,Pump,Bearing Replacement,Completed,2021-06-19 06:00,2021-06-19 10:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100181,P-501,Pump,Calibration,Completed,2021-06-24 09:00,2021-06-24 13:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100182,HX-401,Heat Exchanger,Preventive Maintenance,Completed,2021-06-29 11:00,2021-06-29 15:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100183,HX-401,Heat Exchanger,Cleaning,Completed,2021-07-04 08:00,2021-07-04 12:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100184,TR-701,Transformer,Calibration,Completed,2021-07-09 10:00,2021-07-09 14:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100185,GT-101,Gas Turbine,Cleaning,Completed,2021-07-14 09:00,2021-07-14 13:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100186,HX-401,Heat Exchanger,Seal Replacement,Completed,2021-07-19 06:00,2021-07-19 08:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100187,TR-701,Transformer,Calibration,Completed,2021-07-24 09:00,2021-07-25 09:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100188,CT-601,Cooling Tower,Preventive Maintenance,Completed,2021-07-29 11:00,2021-07-29 15:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100189,HX-402,Heat Exchanger,Corrective Repair,Completed,2021-08-03 08:00,2021-08-04 00:00,"Corrected fault discovered during operation. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100190,HX-402,Heat Exchanger,Bearing Replacement,Completed,2021-08-08 07:00,2021-08-08 11:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100191,GEN-301,Generator,Inspection,Completed,2021-08-13 11:00,2021-08-13 19:00,Performed visual and borescope inspection of critical components. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100192,P-501,Pump,Calibration,Completed,2021-08-18 09:00,2021-08-19 09:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100193,GT-101,Gas Turbine,Inspection,Completed,2021-08-23 09:00,2021-08-23 11:00,Inspected internals and verified clearances against OEM specifications. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100194,HX-401,Heat Exchanger,Corrective Repair,Completed,2021-08-28 06:00,2021-08-28 10:00,Repaired identified defect and returned unit to service. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100195,GT-101,Gas Turbine,Inspection,Completed,2021-09-02 08:00,2021-09-02 12:00,Performed visual and borescope inspection of critical components. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100196,HX-401,Heat Exchanger,Calibration,Completed,2021-09-07 06:00,2021-09-07 14:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100197,HX-401,Heat Exchanger,Overhaul,Completed,2021-09-12 07:00,2021-09-12 23:00,Executed scheduled outage overhaul per maintenance strategy. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100198,ST-201,Steam Turbine,Preventive Maintenance,Completed,2021-09-17 11:00,2021-09-18 11:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100199,TR-701,Transformer,Calibration,Completed,2021-09-22 09:00,2021-09-22 17:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100200,GT-101,Gas Turbine,Corrective Repair,Completed,2021-09-27 11:00,2021-09-28 11:00,"Repaired identified defect and returned unit to service. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100201,GT-101,Gas Turbine,Corrective Repair,Completed,2021-10-02 08:00,2021-10-02 10:00,Repaired identified defect and returned unit to service. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100202,HX-401,Heat Exchanger,Seal Replacement,Completed,2021-10-07 11:00,2021-10-08 03:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100203,GT-102,Gas Turbine,Inspection,Completed,2021-10-12 11:00,2021-10-13 03:00,"Inspected internals and verified clearances against OEM specifications. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100204,TR-701,Transformer,Cleaning,Completed,2021-10-17 09:00,2021-10-18 01:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100205,CT-601,Cooling Tower,Seal Replacement,Completed,2021-10-22 06:00,2021-10-22 14:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100206,ST-201,Steam Turbine,Overhaul,Completed,2021-10-27 09:00,2021-10-27 17:00,"Major overhaul completed including disassembly, inspection, and rebuild. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100207,CT-601,Cooling Tower,Preventive Maintenance,Completed,2021-11-01 11:00,2021-11-02 11:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100208,TR-701,Transformer,Overhaul,Completed,2021-11-06 11:00,2021-11-06 13:00,Executed scheduled outage overhaul per maintenance strategy. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100209,CT-601,Cooling Tower,Seal Replacement,Completed,2021-11-11 06:00,2021-11-11 14:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100210,P-501,Pump,Bearing Replacement,Completed,2021-11-16 10:00,2021-11-16 14:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100211,ST-201,Steam Turbine,Inspection,Completed,2021-11-21 06:00,2021-11-21 14:00,"Performed visual and borescope inspection of critical components. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100212,CT-601,Cooling Tower,Corrective Repair,Completed,2021-11-26 08:00,2021-11-26 16:00,Corrected fault discovered during operation. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100213,HX-402,Heat Exchanger,Bearing Replacement,Completed,2021-12-01 09:00,2021-12-01 11:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
