EXCEEDANCE_ID,WELL_TEST_ID,EXCEEDANCE_REQUIRED,NOTIFICATION_DATE,NOTIFICATION_METHOD,CREATE_TIMESTAMP,CREATE_USERID
106154,11751,Yes,2010-09-02T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106156,5285,Yes,2010-09-01T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106158,10581,Yes,2010-09-01T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106160,12167,Yes,2010-09-01T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106162,9458,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106164,6526,Yes,2010-07-05T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106166,11208,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106168,10726,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106170,7476,Yes,2010-04-24T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106172,12168,Yes,2010-07-14T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106176,10798,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106178,6527,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106184,9978,Yes,2009-12-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106186,9593,Yes,2009-12-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106188,10355,Yes,2009-12-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106190,11848,Yes,2009-12-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106200,9459,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106202,9313,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106204,9460,Yes,2010-08-31T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106206,5286,Yes,2010-09-10T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106208,9461,Yes,2010-09-10T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106210,9979,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106212,11049,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106214,11849,Yes,2010-08-05T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106216,7477,Yes,2010-08-05T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106218,8456,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106220,12856,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106222,10356,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106224,9980,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106226,10582,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106228,12027,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106230,10684,Yes,2010-07-29T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106232,10685,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106234,6123,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106236,12169,Yes,2010-09-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106238,11223,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106240,9462,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106242,10728,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106244,9594,Yes,null,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106246,10729,Yes,null,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106248,11138,Yes,2010-09-13T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106250,10583,Yes,2010-08-08T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106252,10799,Yes,2010-09-10T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106254,9685,Yes,2010-09-10T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106256,7478,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106258,7479,Yes,2010-08-18T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106260,11850,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106262,6124,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106264,5287,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106266,12028,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106268,9981,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106270,11851,Yes,null,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106272,7480,Yes,2010-08-02T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106274,9595,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106276,10730,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106278,11209,Yes,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106280,10731,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106282,10732,Yes,2010-07-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106284,12170,Yes,2010-08-10T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106286,10357,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106288,11801,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106290,9463,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106292,9982,Yes,2010-09-16T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106294,10358,Yes,2010-09-08T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106296,12171,Yes,2010-09-09T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106298,12029,Yes,2010-09-08T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106300,12172,Yes,2010-08-08T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106302,11802,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106304,7481,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106306,5288,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106308,11210,Yes,2010-09-16T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106310,12173,Yes,2010-09-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106312,9686,Yes,2010-09-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106314,6125,Yes,2010-09-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106316,5289,Yes,2010-09-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106318,11224,Yes,2010-09-17T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106320,10800,Yes,2010-09-17T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106322,9464,Yes,2010-09-17T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106324,12174,Yes,2010-09-16T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106326,11264,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106328,8457,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106330,6528,Yes,2010-08-30T00:00:00.000Z,In person,2011-10-20T10:38:47.710Z,CONVERSION
106332,9983,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106334,5572,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106336,12857,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106338,11265,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106340,11266,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106342,7482,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106344,11852,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106346,11267,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106348,10733,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106350,9465,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106352,9596,Yes,2010-09-22T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106354,6126,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106356,10734,Yes,2010-09-22T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106358,11752,Yes,2010-09-21T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106360,9314,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106362,10359,Yes,2010-09-21T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106364,5573,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106366,12175,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106368,12858,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106370,6529,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106372,7483,Yes,2010-09-21T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106374,11853,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106376,9597,Yes,2010-10-04T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106378,11803,Yes,2010-09-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106380,9466,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106382,9098,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106384,12176,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106386,10584,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106388,11139,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106390,9598,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106392,12859,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106394,11211,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106396,9467,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106398,6127,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106400,9099,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106402,10360,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106404,9687,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106406,12177,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106408,9599,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106410,7484,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106412,11804,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106414,11805,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106416,10834,Yes,2010-09-08T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106418,11140,Yes,2010-09-17T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106420,9468,Yes,2010-09-17T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106422,10835,Yes,2010-09-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106424,12860,Yes,2010-09-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106426,12861,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106428,10585,Yes,2010-09-29T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106430,6128,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106432,11806,Yes,2010-08-09T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106434,10836,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106436,7485,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106438,5574,Yes,2010-09-28T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106440,10586,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106442,9100,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106444,6129,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106446,9600,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106448,9101,Yes,2010-09-28T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106450,12830,Yes,2010-08-23T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106452,9688,Yes,2010-08-18T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106454,12030,Yes,2010-08-18T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106456,9984,Yes,2010-09-27T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106458,9689,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106460,6576,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106462,10587,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106464,11854,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106466,11753,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106468,9102,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106470,12831,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106472,6530,Yes,2010-10-12T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106474,6531,Yes,2010-10-07T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106476,9103,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106478,11754,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106480,12832,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106482,7486,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106484,11212,Yes,2010-09-30T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106486,10588,Yes,2010-10-05T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106488,11141,Yes,2010-10-05T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106490,10837,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106492,9469,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106494,10735,Yes,2010-10-01T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106496,11855,Yes,2010-10-01T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106498,12862,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106500,10838,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106502,11213,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106504,12031,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106506,11755,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106508,5575,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106510,11225,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106512,5576,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106514,10589,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106516,10839,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106518,7487,Yes,2010-08-31T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106520,7488,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106522,10736,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106524,12032,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106526,11756,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106528,10737,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106530,10840,Yes,2010-08-30T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106532,9911,Yes,2010-08-31T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106534,7489,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106536,11142,Yes,2010-10-06T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106538,12178,Yes,2010-09-22T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106540,11214,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106542,10590,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106544,11807,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106546,5577,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106548,12863,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106550,9470,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106552,6532,Yes,2010-10-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106554,11268,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106556,11808,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106558,11143,Yes,2010-10-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106560,12179,Yes,2010-10-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106562,9985,Yes,2010-10-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106564,11226,Yes,2010-10-07T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106566,9104,Yes,2010-08-25T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106568,11227,Yes,2010-09-15T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106570,10841,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106572,12833,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106574,11809,Yes,2010-10-13T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106576,6533,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106578,11757,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106580,12864,Yes,2010-09-01T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106582,12033,Yes,2010-10-13T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106584,11269,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106586,11810,Yes,2010-08-31T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106588,5578,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106590,12865,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106592,9986,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106594,12834,Yes,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106596,11228,Yes,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106598,11811,Yes,2010-10-12T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106600,7490,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106602,12835,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106604,6534,Yes,2010-10-12T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106606,11270,Yes,2010-10-12T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106608,10842,Yes,2010-10-12T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106610,9601,Yes,2010-10-12T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106612,11758,Yes,2010-10-13T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106614,12034,Yes,2010-09-22T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106616,11229,Yes,2010-09-22T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106618,11230,Yes,2010-10-20T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106620,11812,Yes,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106622,11271,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106624,7491,Yes,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106626,12836,Yes,2010-10-20T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106628,9912,Yes,2010-10-20T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106630,11215,Yes,2010-10-20T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106636,6577,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106638,9471,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106640,10591,Yes,2010-10-21T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106642,11216,Yes,2010-10-20T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106644,6535,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106646,11272,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106648,7492,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106650,9987,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106652,7493,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106654,9105,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106656,12877,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106658,5579,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106660,9106,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106662,9107,Yes,2010-09-22T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106664,5580,Yes,2010-10-20T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106666,9988,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106668,12035,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106670,6578,Yes,2010-10-12T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106672,9108,Yes,2010-10-21T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106674,11813,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106676,9690,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106678,9691,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106680,6924,Yes,2010-10-14T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106682,6925,Yes,2010-10-14T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106684,9472,Yes,2010-10-14T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106686,6926,Yes,2010-10-15T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106688,9602,Yes,2010-10-18T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106690,10843,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106692,12866,Yes,2010-10-18T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106694,7494,Yes,2010-10-18T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106696,11856,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106698,11857,Yes,2010-09-20T00:00:00.000Z,Phone,2011-10-20T10:38:47.710Z,CONVERSION
106700,9692,Yes,2010-09-05T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106702,9473,Yes,2010-09-15T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106704,11217,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106706,6927,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106708,10844,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106710,9109,Yes,2010-09-01T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106712,5581,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106714,12036,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106716,11273,Yes,2010-09-15T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106718,12037,Yes,2010-08-31T00:00:00.000Z,A combination of the above,2011-10-20T10:38:47.710Z,CONVERSION
106720,9474,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106722,10738,Yes,2010-08-31T00:00:00.000Z,null,2011-10-20T10:38:47.710Z,CONVERSION
106724,12867,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106726,11231,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106728,9913,Yes,2010-08-31T00:00:00.000Z,null,2011-10-20T10:38:47.710Z,CONVERSION
106730,11274,No,null,null,2011-10-20T10:38:47.710Z,CONVERSION
106732,11275,Yes,2010-10-25T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106734,11276,Yes,2010-10-25T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106736,9110,Yes,2010-10-25T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106738,6928,Yes,2010-11-08T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
106740,11759,Yes,2010-10-25T00:00:00.000Z,Letter,2011-10-20T10:38:47.710Z,CONVERSION
