Drilling_Company_ID,Company_Name,Street_Address,City,Province,Country,Postal_Code,e_Mail,Is_Active_Flag,Starting_Well_ID,Ending_Well_ID,Last_Well_ID_Used
756,JACOBSON,null,null,null,null,null,null,false,null,null,null
757,JUWELL,null,null,null,null,null,null,false,null,null,null
758,LAFORGE,null,null,null,null,null,null,false,null,null,null
759,MONTPELLIER C,null,null,null,null,null,null,false,null,null,null
760,NELSON,null,null,null,null,null,null,false,null,null,null
761,MCPHERSON J,null,null,null,null,null,null,false,null,null,null
762,HAMMER A,null,null,null,null,null,null,false,null,null,null
763,DOUGLAS,null,null,null,null,null,null,false,null,null,null
764,EVANS,null,null,null,null,null,null,false,null,null,null
765,SABOE J,null,null,null,null,null,null,false,null,null,null
766,HOWARD,null,null,null,null,null,null,false,null,null,null
767,GIBSON G,null,null,null,null,null,null,false,null,null,null
768,NYHOS P,null,null,null,null,null,null,false,null,null,null
769,BEGORY C,null,null,null,null,null,null,false,null,null,null
770,FORCE,null,null,null,null,null,null,false,null,null,null
771,DAVIS ART,null,null,null,null,null,null,false,null,null,null
772,GIESBRECHT W,null,null,null,null,null,null,false,null,null,null
773,KANE V,null,null,null,null,null,null,false,null,null,null
774,SCOTT H,null,null,null,null,null,null,false,null,null,null
775,SHERRIDON B,null,null,null,null,null,null,false,null,null,null
777,WALKER,null,null,null,null,null,null,false,null,null,null
778,JACKSON,null,null,null,null,null,null,false,null,null,null
779,MCINTYRE,null,null,null,null,null,null,false,null,null,null
780,GILL N,null,null,null,null,null,null,false,null,null,null
781,HART J,null,null,null,null,null,null,false,null,null,null
782,SANDE S,null,null,null,null,null,null,false,null,null,null
783,BITTNER G,null,null,null,null,null,null,false,null,null,null
784,CANFIELD M,null,null,null,null,null,null,false,null,null,null
785,CRAIG J A,null,null,null,null,null,null,false,null,null,null
786,HILLER J,null,null,null,null,null,null,false,null,null,null
788,HOVIS,null,null,null,null,null,null,false,null,null,null
789,GORDNEY G,null,null,null,null,null,null,false,null,null,null
790,FISHER,null,null,null,null,null,null,false,null,null,null
791,HENRY,null,null,null,null,null,null,false,null,null,null
794,HOLVERSON,null,null,null,null,null,null,false,null,null,null
795,GUTTRICH,null,null,null,null,null,null,false,null,null,null
796,COATES W H,null,null,null,null,null,null,false,null,null,null
797,SIEBERT,null,null,null,null,null,null,false,null,null,null
798,BRADIN,null,null,null,null,null,null,false,null,null,null
799,NEWHOUSE P,null,null,null,null,null,null,false,null,null,null
800,CABISH,null,null,null,null,null,null,false,null,null,null
801,FORSS,null,null,null,null,null,null,false,null,null,null
802,BORASS,null,null,null,null,null,null,false,null,null,null
803,MORTON,null,null,null,null,null,null,false,null,null,null
804,HALL,null,null,null,null,null,null,false,null,null,null
805,BARBER F,null,null,null,null,null,null,false,null,null,null
806,KABESH C,null,null,null,null,null,null,false,null,null,null
807,HOVLEN,null,null,null,null,null,null,false,null,null,null
808,SABLE,null,null,null,null,null,null,false,null,null,null
809,HAVARD,null,null,null,null,null,null,false,null,null,null
810,WEAVER,null,null,null,null,null,null,false,null,null,null
811,BENSON ROBERT,null,null,null,null,null,null,false,null,null,null
812,LOGAN F,null,null,null,null,null,null,false,null,null,null
813,JARVIS F,null,null,null,null,null,null,false,null,null,null
814,RONDAL WW DRLG,null,null,null,null,null,null,false,null,null,null
815,OTTO J,null,null,null,null,null,null,false,null,null,null
816,RISKE,null,null,null,null,null,null,false,null,null,null
817,POTTER W,null,null,null,null,null,null,false,null,null,null
818,BOGDONOVICH S,null,null,null,null,null,null,false,null,null,null
819,MCCRACKEN,null,null,null,null,null,null,false,null,null,null
820,HOLTZ,null,null,null,null,null,null,false,null,null,null
821,GROVES,null,null,null,null,null,null,false,null,null,null
822,ROCK J,null,null,null,null,null,null,false,null,null,null
823,KEMPE,null,null,null,null,null,null,false,null,null,null
824,SHERIDON M,null,null,null,null,null,null,false,null,null,null
825,GATENBY T,null,null,null,null,null,null,false,null,null,null
827,EVERT  W,null,null,null,null,null,null,false,null,null,null
828,MEAHURST R P,null,null,null,null,null,null,false,null,null,null
829,VOLKER,null,null,null,null,null,null,false,null,null,null
830,STANTON BROS,null,null,null,null,null,null,false,null,null,null
831,REDMAN F,null,null,null,null,null,null,false,null,null,null
832,MCKENZIE,null,null,null,null,null,null,false,null,null,null
833,HEWLETT,null,null,null,null,null,null,false,null,null,null
834,TELNING,null,null,null,null,null,null,false,null,null,null
835,MCINTOSH,null,null,null,null,null,null,false,null,null,null
836,BYERS,null,null,null,null,null,null,false,null,null,null
837,PERKINS,null,null,null,null,null,null,false,null,null,null
838,FARRELL,null,null,null,null,null,null,false,null,null,null
839,CHEEVER,null,null,null,null,null,null,false,null,null,null
840,KENT,null,null,null,null,null,null,false,null,null,null
841,MACFARLANE,null,null,null,null,null,null,false,null,null,null
842,HAKENYN,null,null,null,null,null,null,false,null,null,null
843,BRIGHT  W,null,null,null,null,null,null,false,null,null,null
844,GILHOUSE,null,null,null,null,null,null,false,null,null,null
845,INGLE,null,null,null,null,null,null,false,null,null,null
846,CRAVIK  J,null,null,null,null,null,null,false,null,null,null
848,LULL,null,null,null,null,null,null,false,null,null,null
849,ZURFLUH NEILSON,null,null,null,null,null,null,false,null,null,null
850,NEILSON,null,null,null,null,null,null,false,null,null,null
851,GILTNER,null,null,null,null,null,null,false,null,null,null
852,RUPPELL,null,null,null,null,null,null,false,null,null,null
853,TIPMAN,null,null,null,null,null,null,false,null,null,null
854,CLARK,null,null,null,null,null,null,false,null,null,null
855,RADELL,null,null,null,null,null,null,false,null,null,null
856,NORTH  L,null,null,null,null,null,null,false,null,null,null
857,ROPPEL  A,null,null,null,null,null,null,false,null,null,null
858,RUSTLEY,null,null,null,null,null,null,false,null,null,null
859,BAIN,null,null,null,null,null,null,false,null,null,null
860,STEVENS,null,null,null,null,null,null,false,null,null,null
861,MCDOWELL  J,null,null,null,null,null,null,false,null,null,null
862,MUNROE  S,null,null,null,null,null,null,false,null,null,null
863,GUTTERUD,null,null,null,null,null,null,false,null,null,null
864,RESKE,null,null,null,null,null,null,false,null,null,null
865,COPELAND  J.B.,null,null,null,null,null,null,false,null,null,null
868,KANDT R,null,null,null,null,null,null,false,null,null,null
870,ANGLE,null,null,null,null,null,null,false,null,null,null
871,PAGE,null,null,null,null,null,null,false,null,null,null
872,SOLMONSON WEAVER,null,null,null,null,null,null,false,null,null,null
873,STRATTON  GILBERT,null,null,null,null,null,null,false,null,null,null
874,SLEETH  P,null,null,null,null,null,null,false,null,null,null
875,SICH,null,null,null,null,null,null,false,null,null,null
876,EMMARD  G,null,null,null,null,null,null,false,null,null,null
877,PANNESTERNGAS&LIGHT,null,null,null,null,null,null,false,null,null,null
879,GRANDE,null,null,null,null,null,null,false,null,null,null
880,NOBLE CS,null,null,null,null,null,null,false,null,null,null
881,STREONSMOE ED,null,null,null,null,null,null,false,null,null,null
882,MAHON  JOE,null,null,null,null,null,null,false,null,null,null
883,EWING  F,null,null,null,null,null,null,false,null,null,null
884,ADDISON,124 TELUS TEST DRIVE,null,null,null,null,GWINFO@GOV.AB.CA,false,1826800,1826899,1826825
885,GILLETTE BB,null,null,null,null,null,null,false,null,null,null
886,LYONS OMAR,null,null,null,null,null,null,false,null,null,null
887,COX W R,null,null,null,null,null,null,false,null,null,null
888,KNIGHT,null,null,null,null,null,null,false,null,null,null
889,BIGLOW  E,null,null,null,null,null,null,false,null,null,null
890,FLYNN J,null,null,null,null,null,null,false,null,null,null
891,PETERS,null,null,null,null,null,null,false,null,null,null
892,CONSELLA  W,null,null,null,null,null,null,false,null,null,null
893,HASTEY  N,null,null,null,null,null,null,false,null,null,null
894,BARNES  L,null,null,null,null,null,null,false,null,null,null
895,GLISTON J,null,null,null,null,null,null,false,null,null,null
896,BURNS,null,null,null,null,null,null,false,null,null,null
897,CARTWRIGHT,null,null,null,null,null,null,false,null,null,null
899,SHIELDS,null,null,null,null,null,null,false,null,null,null
900,SPARKS,null,null,null,null,null,null,false,null,null,null
901,BALL,null,null,null,null,null,null,false,null,null,null
902,WHITE,null,null,null,null,null,null,false,null,null,null
903,MARON JAKE,null,null,null,null,null,null,false,null,null,null
904,BALTIMORE,null,null,null,null,null,null,false,null,null,null
905,MOSSCRIPT,null,null,null,null,null,null,false,null,null,null
906,OSBORNE,null,null,null,null,null,null,false,null,null,null
907,RIDDELL,null,null,null,null,null,null,false,null,null,null
908,MACAULEY,null,null,null,null,null,null,false,null,null,null
909,CASTLE,null,null,null,null,null,null,false,null,null,null
910,SHORT,null,null,null,null,null,null,false,null,null,null
913,BATES,null,null,null,null,null,null,false,null,null,null
914,STOTZ J,null,null,null,null,null,null,false,null,null,null
915,BURNSTED J,null,null,null,null,null,null,false,null,null,null
916,CAMERON C,null,null,null,null,null,null,false,null,null,null
917,PARKER,null,null,null,null,null,null,false,null,null,null
918,STARKY,null,null,null,null,null,null,false,null,null,null
919,HENNESEY,null,null,null,null,null,null,false,null,null,null
920,CASSEL,null,null,null,null,null,null,false,null,null,null
921,MULLER  J,null,null,null,null,null,null,false,null,null,null
922,FILLAPAUGH J,null,null,null,null,null,null,false,null,null,null
923,DAFOE,null,null,null,null,null,null,false,null,null,null
924,UNGER,null,null,null,null,null,null,false,null,null,null
925,MCCONKEY,null,null,null,null,null,null,false,null,null,null
926,BLATTER  CHRIS,null,null,null,null,null,null,false,null,null,null
927,ACRE  ANDY,null,null,null,null,null,null,false,null,null,null
928,ATKINS,null,null,null,null,null,null,false,null,null,null
929,AHIR A,null,null,null,null,null,null,false,null,null,null
930,KERCH BROS,null,null,null,null,null,null,false,null,null,null
931,COVERNESS,null,null,null,null,null,null,false,null,null,null
932,BJORNSON,null,null,null,null,null,null,false,null,null,null
934,DOUBLE J DRILLING,null,null,null,null,null,null,false,null,null,null
935,MCGEE,null,null,null,null,null,null,false,null,null,null
936,THOMPSON W,null,null,null,null,null,null,false,null,null,null
937,RADEAU (WIELLARD),null,null,null,null,null,null,false,null,null,null
11110,UNKNOWN DRILLER,UNKNOWN,UNKNOWN,AB,CA,null,gwinfo@gov.ab.ca,false,1973500,1973599,1973599
11111,OWNER DRILLED,null,null,null,null,null,null,true,null,null,null
11362,TSCHIDA JOE,null,null,null,null,null,null,false,null,null,null
13203,LEWIS THOMAS A,null,null,null,null,null,null,false,null,null,null
14343,TWO WAY DRLG,null,null,null,null,null,null,false,null,null,null
14401,ALBERTA RATHOLE,null,null,null,null,null,null,false,null,null,null
14402,ALLAN BROS,null,null,null,null,null,null,false,null,null,null
14403,AL'S WATER WELLS LTD,BOX 641,LACOMBE,AB,CA,null,gwinfo@gov.ab.ca,false,2057000,2057099,2057046
14405,ANDERSON C G,null,null,null,null,null,null,false,null,null,null
14406,ANDERSON SVERRE,null,null,null,null,null,null,false,null,null,null
14407,ARTESIA DRLG,null,null,null,null,null,null,false,null,null,null
14408,ALL KIND DRLG,null,null,null,null,null,null,false,null,null,null
14409,ABRAMENKO PETER,null,null,null,null,null,null,false,null,null,null
14411,BABICH JOHN W,null,null,null,null,null,null,false,null,null,null
14412,BABLITZ ROBERT,null,null,null,null,null,null,false,null,null,null
14413,BABLITZ WALTER,null,null,null,null,null,null,false,null,null,null
14414,BAKER DRLG,null,null,null,null,null,null,false,null,null,null
14415,B&R DRLG CO LTD,null,null,null,null,null,null,false,null,null,null
14417,BARTON LES,null,null,null,null,null,null,false,null,null,null
14420,BERTRAM DRLG,null,null,null,null,null,sue@bertramdrilling.com,true,9756000,9760999,9756046
14421,BIG INDIAN DRILLING CO. LTD.,"216, 513-8TH AVENUE WEST",CALGARY,AB,CA,null,gwinfo@gov.ab.ca,false,2057700,2057799,2057703
14424,BLACK DIAMOND WATER WELLS LTD,3628 BURNSLAND RD SE,CALGARY,AB,CA,null,GWINFO@GOV.AB.CA,false,1841100,1841199,null
14425,BLIZE LA & SONS,null,null,null,null,null,null,false,null,null,null
14429,BOWERS & THIBEDEAU,null,null,null,null,null,null,false,null,null,null
14430,AQUA DRLG,null,null,null,null,null,null,false,null,null,null
14433,BROWN JIM,null,null,null,null,null,null,false,null,null,null
14434,BRUN F A,null,null,null,null,null,null,false,null,null,null
14435,BUDESHEIN DON,null,null,null,null,null,null,false,null,null,null
14438,BURGHARDT ROBERT,null,null,null,null,null,null,false,null,null,null
14439,LAWS E,null,null,null,null,null,null,false,null,null,null
14440,"BRENDAL, RAYMOND",null,null,null,null,null,null,false,null,null,null
14445,CARPENTER WAYNE,null,null,null,null,null,null,false,null,null,null
14449,CHIPMUNK HOLDING LTD,null,null,null,null,null,null,false,null,null,null
14451,CHRISTIAN EARL,null,null,null,null,null,null,false,null,null,null
14452,CLIFFORD DALE E,null,null,null,null,null,null,false,null,null,null
14455,CRANDALL A J,null,null,null,null,null,null,false,null,null,null
14456,CT&T DRLG CO LTD,null,null,null,null,null,null,false,null,null,null
14460,DAGG H &DL WELL DRLG,null,null,null,null,null,null,false,null,null,null
14461,DEFORAS J P,null,null,null,null,null,null,false,null,null,null
14468,DUTCHYS WW DRLG,null,null,null,null,null,null,false,null,null,null
14470,DIRKS WW DRLG,null,null,null,null,null,null,false,null,null,null
14474,ELLEFSON BUD E,null,null,null,null,null,null,false,null,null,null
14476,FARROW STEWART,null,null,null,null,null,null,false,null,null,null
14477,FELDBERG ROBERT,null,null,null,null,null,null,false,null,null,null
14485,BIG SIX DRLG LTD,null,null,null,null,null,null,false,null,null,null
14486,BEAGRIE TOM,null,null,null,null,null,null,false,null,null,null
14487,CULVERS FARM&RANCH,null,null,null,null,null,null,false,null,null,null
14491,GEOSERVE DRLG,null,null,null,null,null,null,false,null,null,null
14492,GERMAN R E,null,null,null,null,null,null,false,null,null,null
14494,GODDARD A E,null,null,null,null,null,null,false,null,null,null
14495,GOLKA PLUMBING,null,null,null,null,null,null,false,null,null,null
14499,GAILEY JOHN,null,null,null,null,null,null,false,null,null,null
14500,HALL M R DRLG,null,null,null,null,null,null,false,null,null,null
14506,HENDRICKSON C&H,null,null,null,null,null,null,false,null,null,null
14510,HOVIS M E,null,null,null,null,null,null,false,null,null,null
14516,JACK PINE DRLG,null,null,null,null,null,null,false,null,null,null
14519,JAYS WW DRLG,null,null,null,null,null,null,false,null,null,null
14522,KALLAS FRED,null,null,null,null,null,null,false,null,null,null
14523,KENASTON DRLG,null,null,null,null,null,null,false,null,null,null
14525,KIND EVAN,null,null,null,null,null,null,false,null,null,null
14526,KING LLOYD,null,null,null,null,null,null,false,null,null,null
14528,KEITH RALPH,null,null,null,null,null,null,false,null,null,null
14536,LAFORGE BROS,null,null,null,null,null,null,false,null,null,null
14537,LAKVOLD MILTON,null,null,null,null,null,null,false,null,null,null
14544,LINGO DRLG,null,null,null,null,null,null,false,null,null,null
14545,L&M,null,null,null,null,null,null,false,null,null,null
14548,LUTYCK BILL W,null,null,null,null,null,null,false,null,null,null
14559,MCDONALD DRLG,null,null,null,null,null,null,false,null,null,null
14562,MCISAAC GERALD,null,null,null,null,null,null,false,null,null,null
14569,MOORE YOTO,null,null,null,null,null,null,false,null,null,null
14570,MOORES WW DRLG,null,null,null,null,null,null,false,null,null,null
14576,MILLAR LEONARD,null,null,null,null,null,null,false,null,null,null
14578,NASLUND E E,null,null,null,null,null,null,false,null,null,null
14580,NEPSTAD L K,null,null,null,null,null,null,false,null,null,null
14581,NIPISI W PUMPING LTD,null,null,null,null,null,null,false,null,null,null
14582,NORTHERN AUGER,null,null,null,null,null,null,false,null,null,null
14588,PANKIW DRLG CO,null,null,null,null,null,null,false,null,null,null
14597,QUAST GEORGE,null,null,null,null,null,null,false,null,null,null
14600,RENBAR DRILLING LTD,548-4 AVE NE,CALGARY,AB,CA,null,gwinfo@gov.ab.ca,false,2058000,2058099,2058000
14601,ROBBINS ALLAN,null,null,null,null,null,null,false,null,null,null
14602,ROSYCHUK I,null,null,null,null,null,null,false,null,null,null
14604,ROBERTSON ALLEN C,null,null,null,null,null,null,false,null,null,null
14615,MCADOO & SHANK,null,null,null,null,null,null,false,null,null,null
14618,STERLING DRLG,null,null,null,null,null,null,false,null,null,null
14619,SKELLY DRLG,null,null,null,null,null,null,false,null,null,null
14624,SPINK G,null,null,null,null,null,null,false,null,null,null
14627,STEDMAN DRLG&PUMPING,null,null,null,null,null,null,false,null,null,null
14628,STEINKE A,null,null,null,null,null,null,false,null,null,null
14633,SWANSON GILBERT,null,null,null,null,null,null,false,null,null,null
14639,THOMPSON & SONS,null,null,null,null,null,null,false,null,null,null
14646,TSCHETTER DAVID,null,null,null,null,null,null,false,null,null,null
14649,V&H DRLG,null,null,null,null,null,null,false,null,null,null
14651,VALB ERNEST,null,null,null,null,null,null,false,null,null,null
14652,WAGAR SHERMAN,null,null,null,null,null,null,false,null,null,null
14656,WAMBEKE BROS,null,null,null,null,null,null,false,null,null,null
14657,WAINKE (BOB) DRLG,null,null,null,null,null,null,false,null,null,null
14660,WATSON DRLG,null,null,null,null,null,null,false,null,null,null
14662,KIEFIUK EDWARD,null,null,null,null,null,null,false,null,null,null
14666,WRAIGHT FRED,null,null,null,null,null,null,false,null,null,null
14669,BAIRD MJ,null,null,null,null,null,null,false,null,null,null
14672,BABLITZ REINHOLD,null,null,null,null,null,null,false,null,null,null
14675,APACHE DRLG,null,null,null,null,null,null,false,null,null,null
14676,MELNYK CHRIS,null,null,null,null,null,null,false,null,null,null
14677,KROFTS WW DRLG,null,null,null,null,null,null,false,null,null,null
14698,SLECZKA TED,null,null,null,null,null,null,false,null,null,null
15175,MUNDLE ROBERT T,null,null,null,null,null,null,false,null,null,null
15287,BEATTY DOUG,null,null,null,null,null,null,false,null,null,null
15775,CAMPBELL GORDON,null,null,null,null,null,null,false,null,null,null
15776,GARRICK DRLG,null,null,null,null,null,null,false,null,null,null
15779,MUKANIK JOHN,null,null,null,null,null,null,false,null,null,null
15780,MURRAY JACK,null,null,null,null,null,null,false,null,null,null
15781,MILLER DON,null,null,null,null,null,null,false,null,null,null
15782,PETERSEN ERNEST,null,null,null,null,null,null,false,null,null,null
15783,PEANUTS DRLG,null,null,null,null,null,null,false,null,null,null
15784,PATERSON DRLG CO LTD,null,null,null,null,null,null,false,null,null,null
15786,SHERIDAN BILL,null,null,null,null,null,null,false,null,null,null
15787,SARAFINCHAN ED,null,null,null,null,null,null,false,null,null,null
15791,SIMENSEN DRLG,null,null,null,null,null,null,false,null,null,null
15796,WEISS TOM,null,null,null,null,null,null,false,null,null,null
15815,KRUK JOHN J,null,null,null,null,null,null,false,null,null,null
15846,POTTER JAMES N,null,null,null,null,null,null,false,null,null,null
15848,TERRA NUMA DRLG,null,null,null,null,null,null,false,null,null,null
15858,LUNAR DRLG,null,null,null,null,null,null,false,null,null,null
15969,HILKER ALVAN,null,null,null,null,null,null,false,null,null,null
15971,PEE WEE DRLG,null,null,null,null,null,null,false,null,null,null
15972,VANMAARION LEONARD,null,null,null,null,null,null,false,null,null,null
16000,RANGELAND DRILLING,null,null,null,null,null,null,false,null,null,null
16044,GROVE DRILLING LTD,BOX 1465,SPRUCE GROVE,AB,CA,null,gwinfo@gov.ab.ca,false,2098050,2098099,2098058
16045,PENNY KEITH,null,null,null,null,null,null,false,null,null,null
16046,ROBBINS ERNEST G,null,null,null,null,null,null,false,null,null,null
16099,PETERSON RONALD,null,null,null,null,null,null,false,null,null,null
16100,STUD MUD&ENGINEERING,null,null,null,null,null,null,false,null,null,null
16201,ENGEL JOHN,null,null,null,null,null,null,false,null,null,null
16203,HALL B,null,null,null,null,null,null,false,null,null,null
16204,RAFFA F G,null,null,null,null,null,null,false,null,null,null
16205,AMATIA NICK,null,null,null,null,null,null,false,null,null,null
16207,SRIGLEY DRLG,null,null,null,null,null,null,false,null,null,null
16208,THORSEN TED,null,null,null,null,null,null,false,null,null,null
16209,NORTHERN WW BORING,null,null,null,null,null,null,false,null,null,null
16210,A&J DRLG,null,null,null,null,null,null,false,null,null,null
16211,ABLE DRLG,123 CABLE CRT ,LEDUC,AB,CA,T9E 5H4,gwinfo@gov.ab.ca,false,1825900,1825999,null
16212,ADAIR D,null,null,null,null,null,null,false,null,null,null
16213,ALBERTA WELL DRLRS,null,null,null,null,null,null,false,null,null,null
16214,ANDERBURG & SONS,null,null,null,null,null,null,false,null,null,null
16215,ASHTON O W,null,null,null,null,null,null,false,null,null,null
16216,BENNET & NOWAK,null,null,null,null,null,null,false,null,null,null
16217,BERWYN DRLG LTD,null,null,null,null,null,null,false,null,null,null
16218,BLACKWOOD ALEX,null,null,null,null,null,null,false,null,null,null
16219,BLACKWOOD ROGER,null,null,null,null,null,null,false,null,null,null
16220,CAL & NORM'S DRILLING,null,null,null,null,null,null,false,null,null,null
16221,BOWERS RAY & RALPH,null,null,null,null,null,null,false,null,null,null
16222,BROWN GORDON L,null,null,null,null,null,null,false,null,null,null
16223,BRUNER J L,null,null,null,null,null,null,false,null,null,null
16224,BURGESS BILL,null,null,null,null,null,null,false,null,null,null
16225,CALALTA DRLG,null,null,null,null,null,null,false,null,null,null
16226,CARDAY DRLG,null,null,null,null,null,null,false,null,null,null
16227,CLEVELNDWAYLNDMORTON,null,null,null,null,null,null,false,null,null,null
16228,CODE D N,null,null,null,null,null,null,false,null,null,null
16229,CORNELSSON W E,null,null,null,null,null,null,false,null,null,null
16230,DANSCOT DRLG CO,null,null,null,null,null,null,false,null,null,null
16231,DAY ARTHUR A,null,null,null,null,null,null,false,null,null,null
16232,DIAL A L,null,null,null,null,null,null,false,null,null,null
16233,DUBE OTTO,null,null,null,null,null,null,false,null,null,null
16234,EDWARDS E NEIL,null,null,null,null,null,null,false,null,null,null
16236,EUREKA DRLG CO,null,null,null,null,null,null,false,null,null,null
16237,FAST DRLG CO,null,null,null,null,null,null,false,null,null,null
16238,FAY GUY E,null,null,null,null,null,null,false,null,null,null
16239,FIVELAND N,null,null,null,null,null,null,false,null,null,null
16240,FORESTER TERRY,null,null,null,null,null,null,false,null,null,null
16242,FREEMAN W J,null,null,null,null,null,null,false,null,null,null
16243,GRAY B,null,null,null,null,null,null,false,null,null,null
16244,GREEN C C,null,null,null,null,null,null,false,null,null,null
16245,GREEN F T,null,null,null,null,null,null,false,null,null,null
16246,GRIFFITH CHARLES,null,null,null,null,null,null,false,null,null,null
16247,GUNDERSON CORNELL,null,null,null,null,null,null,false,null,null,null
16248,HADLAND HERMAN,null,null,null,null,null,null,false,null,null,null
16249,HEGLAND OLAF P,null,null,null,null,null,null,false,null,null,null
16250,HENDERSON ALVIN,null,null,null,null,null,null,false,null,null,null
16251,HENDERSON DRILLING LTD.,BOX 878,PONOKA,AB,CA,null,gwinfo@gov.ab.ca,false,2057100,2057399,2057123
16252,HOLDSWORTH ERNEST,null,null,null,null,null,null,false,null,null,null
16253,HORNESS D N,null,null,null,null,null,null,false,null,null,null
16254,HORRICKS BOB,null,null,null,null,null,null,false,null,null,null
16255,HUSSEY BILL,null,null,null,null,null,null,false,null,null,null
16256,INDEPENDENT DRG& EXP,null,null,null,null,null,null,false,null,null,null
16257,JALBERT ENTERPRISES,null,null,null,null,null,null,false,null,null,null
16258,JOHANSON VICTOR,null,null,null,null,null,null,false,null,null,null
16259,KENDREW C,null,null,null,null,null,null,false,null,null,null
16260,KIENZLE E,null,null,null,null,null,null,false,null,null,null
16261,KIND R G & RENNIE,null,null,null,null,null,null,false,null,null,null
16262,KINGSEP ROBERT,null,null,null,null,null,null,false,null,null,null
16263,KLETTKE GUS,null,null,null,null,null,null,false,null,null,null
16264,KORTMEYER FRED,null,null,null,null,null,null,false,null,null,null
16265,KOWALCHUK PETER,null,null,null,null,null,null,false,null,null,null
16267,LORRAINE DRLG,null,null,null,null,null,null,false,null,null,null
16268,LUND SVEN DRLG,null,null,null,null,null,null,false,null,null,null
16271,MAUGHAN WM,null,null,null,null,null,null,false,null,null,null
16272,MCDONNEL & SCHMIDT,null,null,null,null,null,null,false,null,null,null
16273,MCLAREN DRLG,null,null,null,null,null,null,false,null,null,null
16274,MCCRAE W M,null,null,null,null,null,null,false,null,null,null
16275,MCWILLIS A,null,null,null,null,null,null,false,null,null,null
16276,MOON W C,null,null,null,null,null,null,false,null,null,null
16277,MOOR J E,null,null,null,null,null,null,false,null,null,null
16278,MORRISON FC,null,null,null,null,null,null,false,null,null,null
16279,ALLAN & SANDERSON,null,null,null,null,null,null,false,null,null,null
16280,PACHOLKO ALEX,null,null,null,null,null,null,false,null,null,null
16282,PALADIN DRILLS,null,null,null,null,null,null,false,null,null,null
16283,PEDERSON CHRISTIAN,null,null,null,null,null,null,false,null,null,null
16284,PREGODA GEORGE,null,null,null,null,null,null,false,null,null,null
16285,BAIRD JC JUNIOR,null,null,null,null,null,null,false,null,null,null
16288,CORNELSSEN L R,null,null,null,null,null,null,false,null,null,null
16290,EDSON WW,null,null,null,null,null,null,false,null,null,null
16292,FORRESTER DRILLING,RR1,OLDS,AB,CA,null,gwinfo@gov.ab.ca,false,1871400,1871499,1871400
16294,FRASER BROS,null,null,null,null,null,null,false,null,null,null
16295,FRIESEN JOHN,null,null,null,null,null,null,false,null,null,null
16296,GREEN TED,null,null,null,null,null,null,false,null,null,null
16297,HNATIUK PAUL,null,null,null,null,null,null,false,null,null,null
16298,KANGAS DRLG,null,null,null,null,null,null,false,null,null,null
16299,KRUGER ARNOLD,null,null,null,null,null,null,false,null,null,null
16301,LS AUGERING & DRLG,null,null,null,null,null,null,false,null,null,null
16305,MICHELE DRLG&EXPLOR,10279 - 101 SREET,EDMONTON,AB,CA,null,gwinfo@gov.ab.ca,false,2098100,2098149,null
16306,MILLER A,null,null,null,null,null,null,false,null,null,null
16307,R&D DRLG,null,null,null,null,null,null,false,null,null,null
16308,MISKULIN G,null,null,null,null,null,null,false,null,null,null
16309,MITCHELL HERB,null,null,null,null,null,null,false,null,null,null
16310,NICHOLS BOB,null,null,null,null,null,null,false,null,null,null
16311,NORTH SIDE GARAGE,null,null,null,null,null,null,false,null,null,null
16312,OLIVER NESS,null,null,null,null,null,null,false,null,null,null
16313,OSZUST JOHN,null,null,null,null,null,null,false,null,null,null
16315,MANNVILLE DRLG,null,null,null,null,null,null,false,null,null,null
16316,RENNICH DRLG,null,null,null,null,null,null,false,null,null,null
16317,ROBERTSONS PLUMBING,null,null,null,null,null,null,false,null,null,null
16318,RUSSEL ROBERT G,null,null,null,null,null,null,false,null,null,null
16319,SCHAFFER JACK,null,null,null,null,null,null,false,null,null,null
16320,SCHAFFER ROBERT,null,null,null,null,null,null,false,null,null,null
16321,SCHELLENBERGER M,null,null,null,null,null,null,false,null,null,null
16322,SCHULLER LEO,null,null,null,null,null,null,false,null,null,null
16323,SCHUSTER EDWIN,null,null,null,null,null,null,false,null,null,null
16324,SCHUSTER FRED,null,null,null,null,null,null,false,null,null,null
16325,SCOGGINS & RAINES,null,null,null,null,null,null,false,null,null,null
16327,SCOTT HARVEY L,null,null,null,null,null,null,false,null,null,null
16328,SEAMAN ENGINEERING,null,null,null,null,null,null,false,null,null,null
16332,SRIGLEY ELLWOOD,null,null,null,null,null,null,false,null,null,null
16333,STANOLIND OIL & GAS,null,null,null,null,null,null,false,null,null,null
16334,STEINBRUE KOLBOURNE,null,null,null,null,null,null,false,null,null,null
16335,TARRY HARRY,null,null,null,null,null,null,false,null,null,null
16337,TURNQUIST O F,null,null,null,null,null,null,false,null,null,null
16339,WARD G H DRLG,null,null,null,null,null,null,false,null,null,null
16340,WASMUTH ALVIN A,null,null,null,null,null,null,false,null,null,null
16341,WESTERN WATER WELLS LTD.,null,CALGARY,AB,CA,null,null,false,9556000,9560999,9556000
16342,WILSON FRED Y,null,null,null,null,null,null,false,null,null,null
16343,WINTER R A,null,null,null,null,null,null,false,null,null,null
16344,WIRECHENKO H,null,null,null,null,null,null,false,null,null,null
16345,ZAROWNY MIKE,null,null,null,null,null,null,false,null,null,null
